,Date,Open,High,Low,Close,Adj Close,Volume,Symbol,404 Not Found: No data found, symbol may be delisted,404 Not Found: Timestamp data missing.,400 Bad Request: Data doesn't exist for startDate = 1519862400, endDate = 1544659200
0,2018-03-01,236.149994,243.100006,214.729996,219.520004,200.626221,55656900.0,MMM,,,,,
1,2018-04-01,218.05000299999998,221.690002,194.179993,194.389999,177.659119,67396900.0,MMM,,,,,
2,2018-05-01,194.029999,206.03999299999998,191.440002,197.229996,180.254669,64993100.0,MMM,,,,,
3,2018-06-01,198.75,206.78999299999998,193.639999,196.720001,181.01818799999998,52817200.0,MMM,,,,,
4,2018-07-01,195.46000700000002,212.77999900000003,190.570007,212.32000699999998,195.373062,51342100.0,MMM,,,,,
5,2018-08-01,210.979996,211.72000099999997,197.110001,210.919998,194.08476299999998,39291800.0,MMM,,,,,
6,2018-09-01,210.55000299999998,217.86999500000002,205.899994,210.710007,195.19116200000002,45069500.0,MMM,,,,,
7,2018-10-01,212.399994,217.33999599999999,181.979996,190.259995,176.247299,67294100.0,MMM,,,,,
8,2018-11-01,190.610001,209.770004,190.08999599999999,207.919998,192.606628,51077500.0,MMM,,,,,
9,2018-12-01,211.210007,211.94999700000002,176.869995,190.53999299999998,177.712036,51330100.0,MMM,,,,,
10,2018-03-01,60.16,63.950001,58.43,59.919998,57.255756000000005,141022100.0,ABT,,,,,
11,2018-04-01,59.82,60.150002,56.990002000000004,58.130001,55.545341,136142700.0,ABT,,,,,
12,2018-05-01,57.700001,62.720001,56.810001,61.529999,59.07717099999999,119238100.0,ABT,,,,,
13,2018-06-01,61.959998999999996,63.849998,60.32,60.990002000000004,58.558701,106517500.0,ABT,,,,,
14,2018-07-01,60.630001,65.900002,60.32,65.540001,62.927315,108829300.0,ABT,,,,,
15,2018-08-01,65.349998,67.360001,63.07,66.839996,64.463966,94870900.0,ABT,,,,,
16,2018-09-01,66.739998,73.58000200000001,65.220001,73.360001,70.752197,109301400.0,ABT,,,,,
17,2018-10-01,73.809998,74.150002,65.779999,68.940002,66.489319,182684600.0,ABT,,,,,
18,2018-11-01,69.089996,74.230003,67.83000200000001,74.050003,71.711311,133863300.0,ABT,,,,,
19,2018-12-01,74.290001,74.91999799999999,65.440002,72.33000200000001,70.045631,144019200.0,ABT,,,,,
20,2018-03-01,115.910004,121.449997,91.120003,94.650002,81.092224,168460900.0,ABBV,,,,,
21,2018-04-01,94.0,99.41999799999999,88.220001,96.550003,82.720047,139796000.0,ABBV,,,,,
22,2018-05-01,102.099998,107.25,98.5,98.940002,85.645752,243029400.0,ABBV,,,,,
23,2018-06-01,97.93,101.08000200000001,90.809998,92.650002,80.200912,161585700.0,ABBV,,,,,
24,2018-07-01,92.059998,98.949997,86.760002,92.230003,79.837349,145209800.0,ABBV,,,,,
25,2018-08-01,92.290001,100.230003,92.279999,95.980003,83.931976,111959100.0,ABBV,,,,,
26,2018-09-01,95.970001,96.400002,90.400002,94.58000200000001,82.707726,98560300.0,ABBV,,,,,
27,2018-10-01,94.739998,96.599998,77.739998,77.849998,68.077774,138285200.0,ABBV,,,,,
28,2018-11-01,77.709999,94.269997,77.5,94.269997,83.318497,162381600.0,ABBV,,,,,
29,2018-12-01,94.32,94.980003,82.410004,92.190002,81.480148,125818200.0,ABBV,,,,,
30,2018-03-01,268.0,304.27999900000003,258.100006,290.98999,290.98999,9217400.0,ABMD,,,,,
31,2018-04-01,291.429993,309.27999900000003,274.230011,300.950012,300.950012,9264400.0,ABMD,,,,,
32,2018-05-01,301.690002,403.450012,298.170013,381.140015,381.140015,27757700.0,ABMD,,,,,
33,2018-06-01,384.899994,450.92999299999997,380.170013,409.049988,409.049988,15853500.0,ABMD,,,,,
34,2018-07-01,407.0,436.420013,344.109985,354.52999900000003,354.52999900000003,16214300.0,ABMD,,,,,
35,2018-08-01,353.100006,415.859985,351.76001,406.579987,406.579987,11471500.0,ABMD,,,,,
36,2018-09-01,402.059998,455.39999400000005,366.910004,449.75,449.75,12489700.0,ABMD,,,,,
37,2018-10-01,452.89999400000005,459.75,313.399994,341.200012,341.200012,15683600.0,ABMD,,,,,
38,2018-11-01,357.0,427.700012,280.829987,332.679993,332.679993,16750100.0,ABMD,,,,,
39,2018-12-01,339.619995,344.98999,274.019989,325.040009,325.040009,10618500.0,ABMD,,,,,
40,2018-03-01,161.279999,164.300003,147.16000400000001,153.5,146.548294,66273100.0,ACN,,,,,
41,2018-04-01,151.820007,155.699997,146.050003,151.199997,144.352463,42164300.0,ACN,,,,,
42,2018-05-01,151.08999599999999,157.649994,149.139999,155.740005,149.998917,37186500.0,ACN,,,,,
43,2018-06-01,156.940002,165.559998,155.300003,163.58999599999999,157.55955500000002,57789200.0,ACN,,,,,
44,2018-07-01,161.899994,168.949997,158.080002,159.330002,153.456573,42665600.0,ACN,,,,,
45,2018-08-01,160.309998,169.919998,157.83999599999999,169.070007,162.837524,37640800.0,ACN,,,,,
46,2018-09-01,168.759995,175.639999,167.5,170.199997,163.925858,40698200.0,ACN,,,,,
